INSERT into jadwal (id_jadwal, tanggal) VALUES
('7129','2023-05-20'),
('5774','2017-06-17'),
('2697','2017-10-09'),
('8244','2016-01-19'),
('8181','2022-12-14'),
('6184','2024-07-14'),
('6289','2016-04-07'),
('2320','2020-09-10'),
('6226','2019-04-20'),
('9354','2019-07-28'),
('6195','2021-07-18'),
('2022','2025-03-11'),
('6952','2021-11-05'),
('1370','2022-04-15'),
('3065','2022-10-19'),
('3607','2019-06-06'),
('6229','2025-12-12'),
('4050','2025-02-14'),
('6539','2016-03-06'),
('1066','2020-08-31'),
('5902','2016-12-29'),
('1749','2016-05-25'),
('2640','2019-03-16'),
('5513','2025-02-15'),
('8995','2022-10-22'),
('4188','2021-07-07'),
('6470','2017-10-11'),
('3986','2023-11-01'),
('3061','2016-01-12'),
('6098','2022-12-06'),
('0911','2024-12-03'),
('7748','2021-04-01'),
('1276','2020-02-01'),
('8990','2019-01-05'),
('1687','2016-12-28'),
('1480','2023-10-09'),
('1096','2018-05-24'),
('3962','2024-09-13'),
('6157','2019-09-27'),
('3439','2019-06-22'),
('1756','2018-08-13'),
('8489','2025-04-10'),
('6303','2018-06-12'),
('4570','2017-10-07'),
('1311','2021-05-29'),
('2138','2020-01-26'),
('6814','2019-09-21'),
('9672','2020-07-10'),
('2249','2025-10-16'),
('8503','2020-06-08'),
('7058','2017-06-27'),
('8261','2016-02-01'),
('6736','2022-09-07'),
('8538','2016-07-23'),
('5163','2021-09-05'),
('7084','2020-04-17'),
('2683','2022-01-10'),
('0063','2022-12-20'),
('2991','2016-08-08'),
('7389','2023-05-18'),
('0198','2021-08-06'),
('6872','2025-09-03'),
('0625','2018-04-27'),
('6913','2022-09-05'),
('7745','2024-11-25'),
('2153','2022-11-16'),
('5005','2022-08-01'),
('6893','2022-02-05'),
('7750','2018-07-10'),
('7602','2022-06-03'),
('7775','2025-03-08'),
('8328','2023-05-22'),
('3006','2016-12-19'),
('4715','2018-08-22'),
('5571','2024-09-30'),
('4633','2024-04-22'),
('3291','2016-03-03'),
('0205','2022-11-08'),
('5678','2019-05-07'),
('1072','2020-05-02'),
('8153','2025-08-04'),
('2152','2016-06-05'),
('9066','2020-05-15'),
('9938','2020-12-22'),
('2069','2019-05-27'),
('1169','2020-11-07'),
('6812','2017-10-31'),
('2129','2023-03-01'),
('9673','2019-10-11'),
('3626','2025-12-19'),
('4406','2016-07-21'),
('0115','2025-08-13'),
('0766','2021-09-09'),
('1831','2019-07-26'),
('3040','2020-05-16'),
('4634','2021-12-24'),
('4405','2019-01-28'),
('7969','2019-12-25'),
('5989','2025-11-17'),
('5048','2016-11-20'),
('4534','2020-03-03'),
('8496','2018-08-22'),
('0776','2023-04-16'),
('4202','2016-06-27'),
('9214','2019-04-20'),
('7125','2024-05-23'),
('2463','2017-12-14'),
('6879','2020-09-08'),
('8383','2019-01-25'),
('8124','2025-01-28'),
('9262','2022-03-20'),
('5372','2023-07-16'),
('1424','2020-04-30'),
('1557','2018-07-29'),
('8254','2016-05-14'),
('9263','2017-01-03'),
('3142','2019-03-19'),
('0688','2024-07-13'),
('2663','2021-07-29'),
('2867','2023-09-09'),
('0328','2021-07-23'),
('8097','2016-05-20'),
('4781','2017-05-27'),
('5864','2021-01-08'),
('8516','2020-12-09'),
('7293','2023-12-16'),
('9138','2023-09-10'),
('1045','2024-04-05'),
('4768','2023-11-04'),
('9511','2023-07-20'),
('5414','2025-09-12'),
('5978','2023-05-28'),
('1803','2021-11-12'),
('5558','2022-03-09'),
('8845','2019-05-31'),
('4902','2023-12-02'),
('0430','2018-10-10'),
('2821','2020-10-01'),
('2040','2024-03-25'),
('6637','2016-08-29'),
('6895','2017-05-11'),
('3673','2023-05-30'),
('6182','2023-05-03'),
('1653','2021-03-28'),
('5578','2022-07-22'),
('5410','2020-03-21'),
('3151','2023-06-22'),
('1969','2022-09-11'),
('5331','2024-02-12'),
('9886','2024-02-19'),
('2462','2020-03-16'),
('0283','2016-04-13'),
('2714','2022-10-01'),
('4452','2025-03-08'),
('4576','2022-05-21'),
('5823','2022-10-28'),
('2534','2018-03-13'),
('8298','2017-01-23'),
('4402','2023-09-29'),
('8864','2017-01-25'),
('7655','2019-12-24'),
('1340','2016-04-01'),
('9719','2016-09-16'),
('4002','2021-10-07'),
('9772','2016-06-13'),
('0509','2023-06-29'),
('5515','2019-09-08'),
('0514','2021-11-21'),
('2270','2019-04-04'),
('5065','2018-11-25'),
('9156','2019-01-16'),
('9525','2019-01-11'),
('5377','2024-01-10'),
('8610','2018-09-23'),
('5671','2021-05-19'),
('0193','2017-02-16'),
('4141','2016-10-03'),
('3219','2021-01-04'),
('5770','2024-02-27'),
('2729','2020-06-29'),
('3722','2016-01-22'),
('8680','2022-01-08'),
('4525','2022-05-21'),
('0767','2025-07-23'),
('0203','2024-04-21'),
('0899','2024-03-22'),
('7186','2016-06-14'),
('8195','2017-02-13'),
('6562','2020-05-04'),
('0046','2022-07-11'),
('7676','2021-01-19'),
('0482','2016-03-24'),
('4019','2019-10-10'),
('9982','2024-06-08'),
('9146','2025-06-24'),
('7206','2018-12-24'),
('5779','2023-01-21'),
('5075','2025-06-11'),
('3583','2016-08-01'),
('9160','2019-03-26'),
('3979','2016-10-28'),
('5638','2025-10-24'),
('8693','2018-05-14'),
('3624','2024-07-21'),
('4897','2021-01-28'),
('6468','2016-03-26'),
('0061','2019-01-27'),
('8026','2018-02-06'),
('3764','2020-07-25'),
('7044','2020-02-18'),
('0424','2023-11-18'),
('4338','2016-05-17'),
('6512','2024-10-15'),
('5255','2025-09-19'),
('4664','2021-05-18'),
('7086','2025-04-28'),
('5029','2024-07-05'),
('9976','2021-04-23'),
('8874','2019-09-29'),
('8525','2024-05-18'),
('2723','2016-06-06'),
('2202','2016-02-03'),
('0032','2016-05-15'),
('6666','2016-12-10'),
('2335','2020-05-04'),
('3401','2018-05-28'),
('1006','2018-10-18'),
('3330','2025-05-17'),
('5931','2020-01-12'),
('3710','2023-03-25'),
('3826','2022-12-12'),
('8540','2018-02-16'),
('6034','2018-05-09'),
('2515','2022-03-29'),
('2701','2016-03-07'),
('0030','2021-04-26'),
('8013','2020-12-20'),
('7303','2023-05-01'),
('1678','2022-12-28'),
('7871','2019-03-11'),
('4129','2016-11-11'),
('4265','2022-12-20'),
('4626','2020-07-10'),
('6310','2022-03-17'),
('0973','2022-12-01'),
('2882','2018-06-29'),
('3290','2019-05-13'),
('5536','2023-09-15'),
('4771','2024-10-05'),
('2236','2018-10-23'),
('7904','2025-06-18'),
('1478','2017-04-20'),
('9306','2016-06-23'),
('3348','2023-03-28'),
('2417','2017-02-01'),
('1634','2025-12-11'),
('4294','2024-02-22'),
('3060','2020-05-04'),
('9945','2021-02-02'),
('9369','2018-07-11'),
('6263','2018-12-23'),
('3517','2021-09-29'),
('0563','2023-03-07'),
('8321','2020-07-30'),
('8241','2019-07-24'),
('7259','2019-02-12'),
('7155','2019-04-11'),
('4397','2017-12-07'),
('6049','2016-07-02'),
('4385','2020-09-20'),
('5477','2022-11-14'),
('7614','2023-04-13'),
('9978','2021-03-26'),
('2785','2018-06-24'),
('7077','2024-04-05'),
('4231','2025-10-03'),
('0448','2025-10-11'),
('0434','2018-09-19'),
('3543','2016-05-26'),
('0527','2017-03-29'),
('2650','2016-06-03'),
('2092','2021-08-28'),
('8019','2025-09-30'),
('8740','2022-11-07'),
('7282','2021-11-23'),
('8171','2021-09-10'),
('4505','2022-05-14'),
('8356','2020-03-18'),
('2924','2019-06-08'),
('0012','2019-01-15'),
('4373','2019-06-20'),
('5220','2023-10-27'),
('3670','2025-05-18'),
('6010','2024-02-19'),
('3201','2019-05-23'),
('9440','2018-06-29'),
('0233','2024-06-22'),
('4725','2021-02-05'),
('3227','2020-10-20'),
('8038','2016-12-01'),
('4837','2023-07-20'),
('2468','2025-01-13'),
('9280','2022-11-17'),
('4324','2021-10-25'),
('0387','2023-04-20'),
('5597','2022-07-16'),
('3448','2020-09-29'),
('5490','2021-10-14'),
('8071','2020-06-21'),
('7877','2025-10-09'),
('5897','2017-02-25'),
('8729','2020-02-23'),
('0367','2023-06-03'),
('5776','2017-11-30'),
('8467','2022-08-05'),
('9648','2024-04-11'),
('4709','2016-06-05'),
('6058','2021-04-26'),
('8532','2023-05-26'),
('9078','2023-04-02'),
('2917','2020-10-04'),
('1679','2020-11-02'),
('8605','2021-08-04'),
('8495','2020-08-08'),
('2881','2023-08-30'),
('0428','2017-10-08'),
('0829','2017-01-07'),
('0831','2022-12-09'),
('5863','2022-06-28'),
('9867','2020-10-24'),
('7822','2025-06-24'),
('4214','2020-08-25'),
('6831','2024-11-11'),
('6004','2021-05-16'),
('1128','2024-08-11'),
('5852','2021-08-01'),
('3082','2021-09-02'),
('3801','2017-07-22'),
('0930','2017-03-30'),
('5090','2018-01-11'),
('3963','2016-06-12'),
('9608','2025-05-11'),
('5049','2019-03-19'),
('3698','2025-02-28'),
('6134','2022-12-13'),
('3298','2025-12-28'),
('8794','2025-03-17'),
('7032','2022-12-08'),
('3301','2017-12-31'),
('0837','2020-01-18'),
('7429','2016-07-11'),
('9015','2019-07-02'),
('9432','2016-09-25'),
('0674','2023-07-30'),
('8749','2021-12-09'),
('3866','2017-02-07'),
('4248','2022-07-29'),
('7967','2021-05-07'),
('8111','2017-03-25'),
('1843','2024-10-28'),
('5662','2020-03-07'),
('3019','2020-01-21'),
('1202','2016-06-13'),
('7794','2020-04-26'),
('7122','2016-12-23'),
('8969','2019-06-28'),
('1332','2022-02-09'),
('6515','2025-09-30'),
('3072','2022-01-27'),
('2744','2017-12-24'),
('7372','2017-11-03'),
('6575','2016-03-01'),
('3042','2018-03-25'),
('8688','2019-01-04'),
('3702','2021-12-17'),
('2712','2020-02-21'),
('5364','2020-02-23'),
('4285','2016-05-28'),
('9977','2019-04-22'),
('0476','2021-06-14'),
('4312','2022-06-27'),
('4126','2021-01-23'),
('5470','2016-10-20'),
('4276','2024-07-30'),
('2073','2022-01-23'),
('6173','2021-02-14'),
('8537','2023-09-13'),
('6780','2021-05-19'),
('1795','2019-05-15'),
('1603','2017-08-29'),
('0795','2022-11-16'),
('2579','2023-12-16'),
('5192','2016-10-28'),
('4336','2021-08-01'),
('1911','2021-11-21'),
('1898','2025-06-23'),
('8670','2017-10-22'),
('4754','2017-07-04'),
('5790','2017-02-02'),
('5441','2018-04-06'),
('8186','2024-01-26'),
('8159','2021-05-01'),
('3740','2018-04-26'),
('9485','2024-08-31'),
('7783','2024-12-23'),
('9063','2018-11-22'),
('2085','2022-09-28'),
('0902','2016-05-31'),
('8783','2018-08-12'),
('2654','2016-06-08'),
('8422','2019-01-28'),
('8685','2022-11-29'),
('3838','2021-03-11'),
('5010','2018-08-29'),
('8164','2025-04-12'),
('3913','2025-09-10'),
('7591','2023-05-19'),
('6321','2018-12-30'),
('2053','2021-05-14'),
('2537','2018-08-23'),
('1010','2016-02-26'),
('2495','2021-03-08'),
('5488','2019-05-20'),
('3169','2023-01-04'),
('2440','2018-10-18'),
('6841','2021-06-16'),
('9721','2017-09-27'),
('7552','2019-11-22'),
('4392','2023-01-31'),
('7305','2018-01-18'),
('2381','2020-02-29'),
('1292','2020-10-19'),
('7695','2017-01-19'),
('8601','2020-01-29'),
('8215','2018-11-30'),
('4060','2017-06-06'),
('0996','2025-05-23'),
('4039','2019-01-01'),
('0552','2020-12-07'),
('1892','2022-04-12'),
('0370','2025-01-30'),
('3615','2019-03-05'),
('1710','2021-03-02'),
('1255','2017-05-06'),
('5891','2018-11-04'),
('2028','2024-10-26'),
('0605','2025-03-03'),
('4339','2019-03-28'),
('2755','2017-05-25'),
('8548','2021-07-30'),
('3591','2018-12-25'),
('3021','2021-12-29'),
('1941','2019-03-23'),
('7382','2020-05-07'),
('0414','2021-05-19'),
('2743','2023-04-27'),
('1341','2016-05-25'),
('1489','2016-05-23'),
('4762','2022-01-02'),
('8504','2024-02-20'),
('8780','2016-11-14'),
('9069','2016-11-18'),
('5801','2018-04-22'),
('6823','2016-03-30'),
('8904','2025-04-12'),
('4541','2017-04-27'),
('7946','2022-03-12'),
('0731','2021-05-19'),
('1670','2025-08-23'),
('6886','2017-12-15'),
('5199','2023-04-30'),
('7647','2019-07-07'),
('5188','2019-07-04'),
('5454','2023-04-14'),
('0836','2018-02-28'),
('2946','2025-12-10'),
('4704','2018-11-14'),
('4492','2018-01-09'),
('6545','2023-06-08'),
('5051','2020-01-20'),
('4842','2019-05-20'),
('0814','2024-06-07'),
('5027','2019-09-16'),
('7506','2023-11-28'),
('6108','2025-02-06'),
('0725','2021-01-21'),
('4216','2024-07-07'),
('3025','2025-08-24'),
('8798','2021-02-18'),
('0719','2021-08-31'),
('5775','2017-01-26'),
('8963','2019-12-09'),
('0597','2016-02-01'),
('2355','2022-11-28'),
('4628','2025-04-14'),
('2418','2024-01-15'),
('5370','2016-08-17'),
('3005','2022-07-16'),
('0016','2019-11-14'),
('3173','2018-06-30'),
('7270','2023-08-12'),
('1234','2024-07-02'),
('5582','2024-02-27'),
('7370','2017-01-04'),
('5756','2024-10-18'),
('8219','2019-08-07'),
('0041','2022-08-08'),
('8949','2019-07-29'),
('0290','2018-05-01'),
('5137','2021-09-30'),
('2233','2021-01-11'),
('7281','2021-05-18'),
('2638','2018-04-02'),
('2777','2020-02-27'),
('6974','2017-03-19'),
('1510','2020-02-10'),
('5001','2019-07-26'),
('9995','2016-07-26'),
('7921','2016-08-23'),
('8724','2021-02-27'),
('6992','2025-08-20'),
('2826','2018-04-24'),
('2255','2023-02-18'),
('0064','2019-12-05'),
('2404','2019-09-09'),
('1252','2022-12-04'),
('1280','2025-02-15'),
('0781','2023-03-11'),
('9165','2019-03-03'),
('6358','2025-02-13'),
('2813','2024-04-26'),
('7541','2022-08-21'),
('5269','2018-10-24'),
('9289','2022-07-23'),
('1438','2022-01-06'),
('6137','2016-05-03'),
('0567','2024-03-18'),
('2136','2018-02-07'),
('3309','2016-06-16'),
('7862','2024-08-06'),
('0691','2017-09-10'),
('9959','2016-03-04'),
('7110','2022-09-05'),
('8004','2020-02-02'),
('8922','2024-10-27'),
('4362','2025-11-30'),
('8080','2022-11-08'),
('9984','2023-12-23'),
('2046','2024-02-15'),
('5963','2017-12-23'),
('7386','2023-04-20'),
('0453','2017-01-18'),
('4229','2021-10-14'),
('2582','2023-06-19'),
('7227','2019-07-21'),
('3527','2023-08-25'),
('5712','2016-01-31'),
('6965','2023-10-12'),
('0468','2016-02-03'),
('7063','2017-08-21'),
('2658','2016-07-24'),
('0480','2024-02-06'),
('4879','2025-08-12'),
('7549','2018-02-08'),
('6008','2017-08-11'),
('7204','2019-09-14'),
('8671','2016-08-29'),
('7257','2025-01-12'),
('3011','2021-11-25'),
('5087','2025-05-30'),
('0416','2023-07-29'),
('4474','2018-11-24'),
('2949','2016-07-28'),
('2406','2024-08-25'),
('8209','2017-01-22'),
('5727','2021-06-20'),
('2694','2019-01-16'),
('4782','2019-01-26'),
('9052','2022-10-26'),
('8340','2016-02-21'),
('3780','2022-08-09'),
('1074','2025-11-24'),
('0425','2019-04-03'),
('4940','2017-10-07'),
('9776','2017-07-27'),
('3455','2020-06-17'),
('0851','2025-02-15'),
('4357','2023-02-12'),
('1591','2017-06-09'),
('8367','2021-05-28'),
('5608','2020-10-16'),
('3987','2016-02-29'),
('1616','2020-08-26'),
('4705','2018-08-15'),
('8487','2022-04-06'),
('6765','2022-06-19'),
('5270','2020-07-11'),
('8000','2021-11-06'),
('8449','2024-05-05'),
('6171','2017-03-07'),
('5402','2020-10-12'),
('6294','2018-08-03'),
('2146','2019-04-14'),
('5244','2019-01-09'),
('4349','2019-08-30'),
('9209','2023-04-24'),
('7410','2019-05-13'),
('6232','2023-02-27'),
('9392','2020-10-25'),
('6672','2022-09-18'),
('4368','2020-08-28'),
('1593','2018-03-24'),
('3584','2023-09-13'),
('8430','2025-05-25'),
('9260','2017-03-04'),
('1562','2020-07-22'),
('3240','2023-02-17'),
('7250','2022-11-17'),
('5026','2023-12-03'),
('3088','2023-06-28'),
('2090','2020-04-20'),
('3391','2023-10-02'),
('1055','2022-09-12'),
('2157','2024-05-18'),
('9325','2025-03-23'),
('9194','2025-05-10'),
('8106','2017-07-16'),
('8149','2022-03-13'),
('5466','2021-06-25'),
('9128','2017-08-18'),
('0982','2022-04-11'),
('3528','2019-11-16'),
('9782','2023-11-03'),
('1300','2025-05-07'),
('6963','2020-01-03'),
('1307','2021-02-07'),
('0786','2019-07-16'),
('4799','2019-04-28'),
('8266','2024-09-26'),
('6021','2017-02-08'),
('0420','2025-10-30'),
('8697','2023-05-27'),
('8187','2017-11-12'),
('6099','2018-08-26'),
('4719','2018-12-11'),
('7021','2019-04-07'),
('7034','2023-05-31'),
('4434','2019-10-26'),
('3098','2021-06-10'),
('7275','2017-03-10'),
('4804','2023-04-30'),
('0244','2024-04-02'),
('2542','2019-03-10'),
('1772','2016-02-25'),
('9208','2020-07-09'),
('9822','2019-12-14'),
('9046','2025-01-20'),
('2280','2021-09-12'),
('4848','2025-08-22'),
('3944','2019-02-19'),
('8912','2021-09-14'),
('7332','2018-07-28'),
('1703','2024-08-20'),
('4369','2025-07-11'),
('0754','2022-03-08'),
('0322','2016-11-12'),
('5918','2022-10-23'),
('5175','2018-10-14'),
('3258','2018-11-15'),
('4038','2020-06-10'),
('2557','2019-01-26'),
('7431','2023-04-04'),
('7245','2016-04-16'),
('3100','2024-10-31'),
('4996','2024-01-27'),
('7517','2021-11-16'),
('0301','2021-06-10'),
('3881','2017-08-18'),
('6488','2019-11-30'),
('7320','2020-10-18'),
('6198','2019-12-13'),
('8234','2024-04-23'),
('8898','2023-05-10'),
('8037','2016-11-07'),
('2892','2018-02-07'),
('9244','2025-12-04'),
('6866','2016-01-27'),
('4550','2021-12-23'),
('4645','2020-11-02'),
('3891','2021-09-01'),
('8682','2024-08-06'),
('8844','2016-04-04'),
('1487','2019-02-24'),
('8701','2025-03-02'),
('8100','2022-05-29'),
('8654','2017-07-03'),
('1713','2020-05-04'),
('8290','2022-09-02'),
('4356','2022-07-06'),
('4581','2022-07-07'),
('5848','2016-08-29'),
('8551','2019-06-22'),
('6667','2020-05-17'),
('9179','2025-07-13'),
('8561','2019-09-07'),
('4810','2022-08-06'),
('3172','2023-05-13'),
('4760','2019-09-22'),
('2891','2024-09-29'),
('0739','2025-03-06'),
('6214','2020-10-30'),
('1103','2024-03-21'),
('9437','2021-01-20'),
('9857','2024-03-06'),
('8901','2021-08-24'),
('4970','2016-04-15'),
('8043','2021-02-03'),
('7337','2016-06-25'),
('8870','2023-01-22'),
('0633','2023-10-27'),
('9849','2019-04-18'),
('5409','2021-02-24'),
('8573','2025-07-05'),
('8677','2025-01-14'),
('7500','2017-07-08'),
('1279','2021-07-14'),
('5353','2020-12-05'),
('3931','2024-01-20'),
('7458','2017-11-02'),
('1326','2022-02-22'),
('6372','2016-10-19'),
('7060','2020-07-03'),
('9322','2016-09-13'),
('2772','2017-09-26'),
('3035','2016-04-28'),
('5637','2018-10-11'),
('7797','2016-07-26'),
('8759','2021-09-11'),
('0060','2018-04-23'),
('0502','2018-03-22'),
('8229','2018-03-26'),
('1490','2025-10-23'),
('1098','2017-05-11'),
('3598','2016-10-26'),
('1785','2025-10-04'),
('8686','2023-11-05'),
('5249','2019-02-12'),
('2206','2016-04-06'),
('7995','2020-08-15'),
('1166','2022-02-14'),
('9502','2017-01-06'),
('7738','2018-09-16'),
('3491','2021-09-30'),
('4701','2025-06-01'),
('8252','2016-08-23'),
('3701','2016-11-24'),
('2807','2023-06-12'),
('8068','2016-07-11'),
('0835','2019-11-24'),
('4483','2023-01-23'),
('4827','2024-02-22'),
('1887','2019-04-14'),
('8715','2018-12-15'),
('4000','2024-09-18'),
('5970','2019-11-07'),
('5391','2018-05-29'),
('2300','2020-04-05'),
('6533','2019-08-19'),
('7561','2019-02-21'),
('3904','2018-07-16'),
('9399','2021-05-23'),
('4319','2018-03-18'),
('7840','2017-01-31'),
('7025','2019-06-15'),
('4875','2024-11-24'),
('5745','2017-11-13'),
('9228','2025-05-28'),
('7759','2018-04-17'),
('0913','2016-10-06'),
('5783','2018-03-14'),
('0950','2024-08-14'),
('2131','2019-06-11'),
('3753','2017-07-06'),
('5737','2025-06-07'),
('2141','2023-01-18'),
('6969','2024-10-07'),
('2223','2017-04-02'),
('6193','2017-02-24'),
('8287','2020-10-24'),
('1053','2019-08-07'),
('2983','2021-10-10'),
('9906','2022-05-05'),
('1394','2023-01-06'),
('0083','2023-05-21'),
('0158','2024-05-20'),
('3390','2019-05-09'),
('2114','2024-06-05'),
('9364','2017-06-09'),
('1089','2025-02-20'),
('8296','2024-03-26'),
('8641','2025-12-17'),
